Orthogroup	Acaulospora-colombiana-protein	Acaulospora-morrowiae-protein	Ambispora-gerdemannii-protein	Ambispora-leptoticha-protein	Cetraspora-pellucida-protein	Claroideoglomus-candidum-CCK-protein	Claroideoglomus-lamellosum-protein	Dentiscutata-heterogama-protein	Diversispora-eburnea-protein	Diversispora-epigaea-protein	Diversispora-erythropus-protein	Funneliformis-caledonium-protein	Funneliformis-mosseae-protein	Geosiphon-pyriformis-protein	Gigaspora-margarita-BEG34-protein	Gigaspora-rosea-FL-protein	Innospora-majewskii-protein	Paraglomus-brasilianum-protein	Paroglomus-occultum-protein	Racocetra-persica-protein	Rhizophagus-cerebriforme-protein	Rhizophagus-clarus-protein	Rhizophagus-diaphanus-protein	Rhizophagus-fulgida-protein	Rhizophagus-irregularis-protein	Scutellospora-calospora-protein	Septoglomus-turnauae-protein
OG0073115																						GES95572.1					
OG0073116																						GES95573.1					
OG0073117																						GES95574.1					
OG0073118																						GES95596.1					
OG0073119																						GES95611.1					
OG0073120																						GES95627.1					
OG0073121																						GES95628.1					
OG0073122																						GES95643.1					
OG0073123																						GES95706.1					
OG0073124																						GES95708.1					
OG0073125																						GES95714.1					
OG0073126																						GES95747.1					
OG0073127																						GES95748.1					
OG0073128																						GES95791.1					
OG0073129																						GES95805.1					
OG0073130																						GES95809.1					
OG0073131																						GES95818.1					
OG0073132																						GES95820.1					
OG0073133																						GES95821.1					
OG0073134																						GES95828.1					
OG0073135																						GES95833.1					
OG0073136																						GES95856.1					
OG0073137																						GES95888.1					
OG0073138																						GES95892.1					
OG0073139																						GES95896.1					
OG0073140																						GES95901.1					
OG0073141																						GES95908.1					
OG0073142																						GES95918.1					
OG0073143																						GES95939.1					
OG0073144																						GES95940.1					
OG0073145																						GES95942.1					
OG0073146																						GES95953.1					
OG0073147																						GES95957.1					
OG0073148																						GES95958.1					
